flow,measure,group,article,year,values,max_value
import,value,,Straw . . . . . Lbs.,1887,"219,276",219276
import,quantity,,Manures :Phosphate of Lime and Rock . . . . .,1884,"219,225",219225
import,value,Manures,Phosphate of Lime and Rook . . . . . Tons,1884,"219,225",219225
import,value,,"Brass, Bronze, and Metal Bronzed or Lacquered, Manu-factures of. - - - - -",1896,"219,204",219204
reexport,value,,Wheat - - - - -,1893,"219,113",219113
import,value,"Fruit, Dried or Preserved, liable to Duty",Figs and Fig Cake . . . . .,1899,"218,954",218954
import,value,"Fruit, Dried or Preserved, liable to Duty",Figs and Fig Juice . . . . .,1899,"218,954",218954
import,value,,Saltpeetre - - - - -,1893,"213,873|218,873",218873
reexport,value,Sugar,"Tobacco, Unmanufactured",1890,"218,662",218662
export_uk,value,,Biscuit and Bread . . . . . Cts.,1893,"218,606",218606
reexport,quantity,,",, Cane, and other sorts . . . . .",1899,"218,183",218183
reexport,value,,Ardrossan - - - - -,1899,"218,170",218170
import,quantity,,Oilseed Cake: Linseed Cake . . . . .,1897,"217,998",217998
import,quantity,,Lawl,1870,"217,696",217696
reexport,quantity,,"Raisins, unenumerated",1887,"217,533",217533
import,quantity,,"Cured, Sardines",1899,"217,230",217230
reexport,quantity,Hats or Bonnets,""" Felt",1893,"217,069",217069
export_uk,value,,"Hides, raw . . . . . Cuts.",1895,"217,031",217031
reexport,value,,Other kinds of Corn and Grain - - - - -,1896,"216,780",216780
export_uk,quantity,,Bacon,1895,"216,479",216479
import,value,,"Woollen Yarn; For Fancy purposes, including Berlin Wool and",1895,"216,435",216435
import,value,Fish (including Turtle),""" Shell Fish : Oysters for food . . . . . """,1896,"216,052",216052
export_uk,value,,"Flint, Plain, Cut, or Ornamented, including Bottles and other Manufactures of Flint Glass . . . . .",1893,"215,982",215982
import,value,Hewn,Unenumerated - - - - -,1893,"215,837",215837
import,value,Wool and Timber,Unenumerated - - - - -,1893,"215,837",215837
reexport,value,,Gutch and Gambier - - - - -,1892,"215,706",215706
import,value,Dyeing or Tanning Stuffs,Shummach,1876,"215,253",215253
reexport,value,,Brandy Proof Gallons,1879,"214,970",214970
import,value,Paper Making Materials,Linen and Cotton Rags - - - - -,1892,"214,965",214965
export_uk,quantity,"Carriages, Carts, &c.","Railway Waggons, Trucks, &c. and parts thereof",1880,"214,739",214739
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. and parts thereof - - - - -",1880,"214,739",214739
import,quantity,,Saltpeetre,1867,"214,604",214604
import,quantity,,Saltpetre,1867,"214,604",214604
reexport,value,,Gutch and Gambier,1880,"214,313",214313
export_uk,value,"Woollen, Tissues, viz. : Light, weighing up to 11 oz. per square yard","Narrow, all Wool - - - - -",1893,"214,205",214205
import,value,"Rags, and other materials for making Paper",Linen and Cotton Rags,1892,"214,065",214065
import,value,Guia,Arabio,1887,"213,477",213477
import,value,Gum,Arabie - - - - -,1887,"213,477",213477
reexport,value,,"Ivory, Tooth, Elephants', Sea Cow, Sea Horse or Sea Morse - - - - -",1894,"213,426",213426
reexport,value,,"Ivory, Tooth, Elephants', Sea Cow, Sea Horse or Sea Narwhal",1894,"213,426",213426
export_uk,value,"Carriages, Carts, &amp;c.","Railway Waggon, Trucks, &amp;c. - - - - -",1874,"213,257",213257
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. - - - - -",1874,"213,257",213257
reexport,value,,Fowey - - - - - - -,1899,"212,980",212980
import,quantity,Seeds,Tares and Lexills,1878,"212,773",212773
import,value,"Fruit, Dried or Preserved, liable to Duty",Figs and Fig Cake . . . . .,1897,"212,626",212626
import,value,"Fruit, Dried or Preserved, liable to Duty",Figs and Fig Juice . . . . .,1897,"212,626",212626
reexport,value,,Cutch and Gambier,1871,"212,541",212541
reexport,value,,Borrowstouness . . . . .,1896,"212,403",212403
import,value,,Cocoa Nut - - - - -,1874,"211,561",211561
reexport,value,,"Manufactures of Skins and Furs, including Skin Rugs",1900,"211,534",211534
import,value,Fruit,Figs and Fig Cake - - - - -,1886,"211,276|114,253",211276
import,quantity,"""    Manufactures of Iron and Steel","Methylc. Alcohol, not purified so as to be potable",1897,"210,951",210951
import,quantity,",, Manufactures of Iron and Steel","Methylic Alcohol, not purified so as to be potable",1897,"210,951",210951
export_uk,quantity,,"Cordage, Cables, Ropes, and Twine, of Hemp or like Material",1900,"210,185",210185
export_uk,quantity,,"Cordage, Cables, Ropes, and Twine, ofHemp or like Material",1900,"210,185",210185
export_uk,quantity,,"Milk, Condensed",1900,"209,447",209447
import,value,,"Brass, Bronze, and Metal Bronzed or Lacquered, Manu-factures of. - - - - -",1897,"209,197",209197
import,quantity,Oils,Coco Nut,1894,"209,131",209131
export_uk,value,,Biscuit and Bread . . . . . Cts.,1895,"209,020",209020
import,value,Hewn,Unenumerated - - - - -,1894,"208,981",208981
import,value,Wool and Timber,Unenumerated - - - - -,1894,"208,951",208951
export_uk,value,"Carriages, Carts, &amp;c.","Railway Waggon, Trucks, &amp;c. - - - - -",1871,"208,928",208928
export_uk,value,,"Sheep and Lambs', andressed, withoutthe wool - - - - -",1896,"208,896",208896
export_uk,value,,"Sheep and Lambs', dressed, without the wool - - - - -",1896,"208,896",208896
export_uk,value,,"Skins and Furs, viz. :British, viz. :Sheep and Lambs', undressed, without the wool - - - - -",1896,"208,896",208896
reexport,value,Spirits,Rum,1890,"208,721",208721
import,value,Dye Woods,Logwood - - - - -,1868,"208,681",208681
import,value,"Fruit, Dried or Preserved, liable to Duty",Figs and Fig Cake . . . . .,1896,"208,248",208248
import,value,"Fruit, Dried or Preserved, liable to Duty",Figs and Fig Juice . . . . .,1896,"208,248",208248
reexport,value,,"Manufactures of Skins and Furs, including Skin Rugs",1896,"208,158",208158
export_uk,value,,Zinc or Spelter : Wrought or Unwrought - - - - -,1869,"207,840",207840
reexport,value,,Unenumerated,1871,"207,746|153,399",207746
import,quantity,,"Esparto, and other Vegetable Fibres for making Paper",1899,"207,604",207604
import,quantity,Paper-making materials,Paper,1899,"207,604",207604
import,value,,Of Silk - - - - -,1893,"207,340",207340
export_uk,value,,"Hides, raw . . . . . Cuts.",1898,"207,219",207219
export_uk,value,,"Skins and Furs, viz. :British, viz. :Sheep and Lambs', undressed, without the wool - - - - -",1894,"207,108",207108
import,value,Manures,Unenumerated - - - - -,1900,"206,936",206936
reexport,quantity,"Hides, Raw, and pieces thereof",Dry,1896,"206,807",206807
reexport,value,"Hides, Raw, and pieces thereof",Dry . . . . . Cuts.,1896,"206,807",206807
reexport,quantity,,"Raisins, unenumerated",1888,"206,681",206681
reexport,value,,Borrowstouness . . . . .,1895,"206,376",206376
reexport,value,Dyeing or Tanning Stuffs,Gutch and Gambier - - - - -,1885,"206,161",206161
import,quantity,,Seed of other Sorts,1866,"205,619",205619
reexport,value,Spirits,Rum,1888,"205,192",205192
reexport,value,Tin,"In Blocks, Ingots, Bars or Slabs . . . . . Cuts.",1897,"205,172",205172
reexport,value,Ivory,"Tooth, Elephants', Sea-cows', or Walrus' . . . . .",1897,"205,031",205031
import,value,Seeds,Other sorts,1897,"204,883",204883
export_uk,value,,"Railway Waggons, Trucks, &c. - - - - -",1868,"204,605",204605
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. - - - - -",1868,"204,605",204605
import,quantity,,"Esparto, and other Vegetable Fibres for making Paper",1897,"204,579",204579
import,quantity,Paper-making materials,Paper,1897,"204,579",204579
import,value,Tobacco,Other sorts - - - - -,1897,"204,457|204,467",204467
export_uk,value,,"Hides, raw . . . . . Cuts.",1899,"204,395",204395
export_uk,value,"Woollen, Tissues, viz.: Light, weighing up to 11 oz. per square yard","Narrow, all Wool - - - - -",1899,"204,300",204300
import,value,Gum,"Lac, Seed, Shell, Stick, and Dye - - - - -",1868,"204,131",204131
export_uk,value,,Biscuit and Bread . . . . . Cts.,1894,"204,090",204090
export_uk,value,,"Cordage, Cables, Ropes, and Twine, ofHemp or like Material Cwts.",1894,"203,397",203397
reexport,value,,"Ivory, Teeth, Elephants', Sea Cow, Sea Horse or Sea Horse -",1896,"203,325",203325
reexport,value,,"Ivory, Teeth, Elephants', Sea Cow, Sea Horse or Sea Morse -",1896,"203,325",203325
reexport,value,Ivory,"Tooth, Elephants', Sea-cows', or Walrus' . . . . .",1896,"203,325",203325
reexport,value,Seeds,Flax or Linsseed,1890,"203,299",203299
import,value,Oils,Coco Nut - - - - -,1893,"202,885",202885
import,value,,"Art, Works of, other than Pictures - - - - -",1900,"202,021",202021
export_uk,value,"Ammunition, viz.",Gumpowder - - - - -,1897,"201,999",201999
reexport,value,Ivory,"Tooth, Elephants', Sea-cows', or Walrus' . . . . .",1899,"201,841",201841
import,value,Fish (including Turtle),""" Shell Fish : Oysters for food . . . . . """,1899,"201,311",201311
import,quantity,"Animals, Living","Cxen, Bulls, Cows, and Calves",1877,"201,193",201193
import,value,,"Of other Sorts . . . . . """,1890,"100,332|201,052",201052
reexport,quantity,"Hides, Raw, and pieces thereof",Wet,1897,"200,777",200777
export_uk,value,,"Hides, raw . . . . . Cuts.",1897,"200,601",200601
export_uk,value,"Ammunition, viz.",Gumpowder - - - - -,1894,"200,481",200481
import,value,,Tow - - - - -,1893,"200,434",200434
export_uk,value,,"Oil Seed Cake and other Animal Foods, unenumerated . . . . . Tons",1900,"200,336|46,130",200336
import,value,Fruit,Almonds,1877,"200,299",200299
import,quantity,,"Esparto, and other Vegetable Fibres for making Paper",1900,"200,280",200280
import,quantity,Paper-making materials,Paper,1900,"200,280",200280
reexport,value,,Butter and Butterine - - - - -,1879,"200,244|200,214",200244
reexport,value,,"Manufactures of Skins and Furs, including Skin Rugs",1897,"200,007",200007
import,value,,"Plums, Raw - - - - -",1892,"199,854",199854
reexport,value,,"Glass, of all Kinds . . . . . Cuts.",1888,"199,801",199801
import,value,,"Woollen Yarn; For Fancy purposes, including Berlin Wool and",1897,"199,557",199557
reexport,value,Leather Manufactures,Gloves - - - - -,1896,"198,844",198844
import,quantity,Preserved otherwise than by Salting,Other Sorts,1899,"198,777",198777
import,value,Manures,Bones for Manure (whether burnt or not) - - - - -,1893,"198,592",198592
export_uk,value,"Carriages, Carts, &amp;c.","Railway Waggon, Trucks, &amp;c. - - - - -",1872,"198,509",198509
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. - - - - -",1872,"198,509",198509
export_uk,value,,Plated and Gilt Ware - - - - -,1874,"198,293",198293
import,value,Oils,Unenumerated - - - - -,1894,"198,203",198203
import,value,Oils,Unenumerated - - - - -,1895,"197,987",197987
export_uk,quantity,,Zinc or Spelter : Unwrought orWrought,1895,"197,568",197568
import,quantity,,"Esparto, and other Vegetable Fibres for making Paper",1898,"197,341",197341
import,quantity,Paper-making materials,Paper,1898,"197,341",197341
reexport,quantity,,„ Felt,1899,"197,117",197117
reexport,quantity,,",, Other Sorts, including Sugar Candy . . . . .",1897,"197,008",197008
reexport,value,Sugar,"„ Other Sorts, including Sugar Candy . . . . . """,1897,"197,008",197008
reexport,value,,Brandy Proof Gallons,1881,"196,258",196258
export_uk,quantity,,Plated and Gilt Ware,1881,"196,249",196249
export_uk,quantity,,Zinc or Spelter : Unwrought orWrought,1892,"196,211",196211
reexport,value,"Lace, and Articles thereof",",, Other Materials",1898,"196,189",196189
reexport,value,Cotton,Unenumerated - - - - -,1900,"196,090",196090
reexport,value,,"Glass, of all Kinds . . . . . Cuts.",1887,"195,875",195875
export_uk,value,,Plated and Gilt Ware - - - - -,1873,"195,777",195777
reexport,value,,"Silver, Ore of (including the Value of the Silver contained in Argontiferous Ores and Metals)",1898,"195,573",195573
reexport,value,Manufactures of Iron and Steel,"Silver, Ore of (including the Value of the Silver contained in Argentiferous Ores and Metals) - - - - -",1898,"195,573",195573
reexport,value,,"Silver, Ore of (including the Value of the Silver contained in Argontiferous Ores and Metals)",1896,"195,304",195304
reexport,value,Manufactures of Iron and Steel,"Silver, Ore of (including the Value of the Silver contained in Argentiferous Ores and Metals) - - - - -",1896,"195,304",195304
import,value,Fish (including Turtle),""" Shell Fish : Oysters for food . . . . . """,1898,"194,795",194795
export_uk,value,,Musical Instruments and parts thereof - -,1899,"4,714|194,714",194714
export_uk,quantity,,Zinc or Spelter : Unwrought orWrought,1893,"194,513",194513
import,value,Fish (including Turtle),""" Shell Fish : Oysters for food . . . . . """,1897,"194,500",194500
export_uk,quantity,,"Other Manufactures, unenu-merated",1893,"194,316",194316
import,value,,Guitta Percha,1890,"194,293",194293
import,value,Ham,Gutta Percha,1890,"194,293",194293
export_uk,value,"Ammunition, viz.",Gumpowder - - - - -,1893,"194,277",194277
export_uk,quantity,,Potatoes,1898,"194,200",194200
export_uk,value,,Potatoes . . . . . Cuts.,1898,"194,200",194200
reexport,value,Manufactures,Gloves . . . . . „,1899,"194,117",194117
import,quantity,,„ „ Cotton-seed Cake . . . . .,1899,"194,105",194105
import,value,,„ „ Cotton-seed Cake . . . . . „,1899,"194,105",194105
import,value,Oil,"Coco-Nut . . . . . """,1888,"194,025",194025
import,value,Oils,Unenumerated - - - - -,1893,"193,463",193463
import,quantity,,"Confectionery, in the manufacture of which Spirit has been used",1893,"193,424",193424
reexport,value,,Gloves . . . . . „,1900,"192,943",192943
reexport,value,Manufactures,Gloves . . . . . „,1900,"192,943",192943
import,value,Seeds,Other sorts,1896,"192,794",192794
reexport,value,Silk,Raw . . . . . Lbs.,1900,"192,616|110,917",192616
import,value,Fish (including Turtle),""" Other sorts of Fresh Fish . . . . . """,1895,"192,545",192545
export_uk,value,"Ammunition, viz.",Gumpowder - - - - -,1896,"191,877",191877
reexport,value,,Borrowstouness . . . . .,1894,"191,803",191803
import,value,Gum,Arabie - - - - -,1892,"191,617",191617
import,value,,"Sweetened or Mixed, Texted - - - - -",1898,"191,602",191602
reexport,value,,Iron Bars,1870,"191,547",191547
reexport,value,"Skins, Furs, and Pelts","Sheep, undressed",1890,"191,439",191439
reexport,value,Sugar,"Tobacco, Unmanufactured",1888,"191,423",191423
reexport,value,"Hides, Raw, and pieces thereof","Wet . . . . . """,1896,"111,009|191,276",191276
reexport,value,""" "" Of Wool (other than Goats)",Unenumerated - - - - -,1895,"191,229",191229
export_uk,quantity,,"Cordage, Cables, Ropes, and Twine, ofHemp or like Material",1893,"191,199",191199
export_uk,value,,"Cordage, Cables, Ropes, and Twine, ofHemp or like Material Cwts.",1893,"191,199",191199
reexport,quantity,,"Unenumerated, undressed",1899,"191,175",191175
reexport,value,Sugar,"Tobacco, Unmanufactured",1887,"190,988",190988
import,value,,"Cork, Unmanufactured - - - - -",1868,"190,562",190562
import,quantity,,Oil Seed Cake,1882,"190,427",190427
reexport,value,,Brandy Proof Gallons,1882,"189,858",189858
import,quantity,Metals,"Mutton, Fresh",1882,"189,847",189847
import,quantity,,Nuts and Kernels,1882,"189,817",189817
reexport,value,,Seal - - - - -,1893,"189,719",189719
reexport,value,,Of other Sorts,1870,"189,688",189688
export_uk,quantity,Woollen and Worsted Manufactures,Plushes,1893,"189,400",189400
reexport,value,""" "" Of Wool (other than Goats)",Unenumerated - - - - -,1896,"189,119",189119
reexport,value,,Bacon and Hams . . . . . Cuts.,1887,"188,717",188717
import,value,,"Slates, for roofing purposes",1896,"188,356",188356
reexport,value,Manufactures,Gloves . . . . . „,1898,"188,302",188302
import,quantity,,"Lead, Pig or Sheet",1893,"188,249",188249
import,value,,Animal,1886,"183,120|188,120",188120
import,value,"Fruit, Dried or Preserved, liable to Duty",Figs and Fig Cake . . . . .,1898,"188,052",188052
reexport,value,,Barnstaple -,1874,"188,030",188030
import,value,Fruit,Figs and Fig Cake - - - - -,1885,"187,903",187903
import,value,Spirits,Stationery,1891,"187,717",187717
import,quantity,,„ „ Cotton-seed Cake . . . . .,1900,"187,697",187697
import,value,,„ „ Cotton-seed Cake . . . . . „,1900,"187,697",187697
import,quantity,,Oilseed Cake: Linseed Cake . . . . .,1900,"187,420",187420
import,value,,"Woollen Yarn; For Fancy purposes, including Berlin Wool and",1898,"187,328",187328
import,quantity,,"Esparto, and other Vegetable Fibres for making Paper",1896,"187,278",187278
import,quantity,Paper-making materials,Paper,1896,"187,278",187278
reexport,value,,Dried . . . . . Cuts.,1896,"187,111",187111
reexport,quantity,,"Raisins, unenumerated",1885,"186,759",186759
import,quantity,,"Metals :Copper, Ore and Regulus . . . . .",1884,"186,679",186679
reexport,value,,Curants,1873,"186,594",186594
reexport,value,Dyeing or Tanning Stuffs,Cochineal,1876,"186,443",186443
export_uk,value,,Sculls of all sorts - - - - -,1897,"186,261",186261
export_uk,value,,Steels of all sorts - - - - -,1897,"186,261",186261
export_uk,value,,"Plate, Gold and Silver . . . . . Ozs.",1890,"186,034",186034
import,value,,"Sweetened or Mixed, Texted - - - - -",1897,"186,026",186026
import,quantity,,Saltpeetre,1868,"185,922",185922
import,value,,"Woollen Yarn; For Fancy purposes, including Berlin Wool and",1899,"185,480",185480
reexport,quantity,Tobacco,"Manufactured, Cigars",1893,"185,095",185095
reexport,value,,"Manufactures of Skins and Furs, including Skin Rugs",1898,"184,856",184856
import,value,,"China, Porcelain, and Earthenware . . . . . """,1890,"184,787",184787
import,value,"Dye-stuffs, and Substances for Tanning or Dyeing",Unenumerated . . . . . Ccts.,1897,"184,707",184707
reexport,value,,"Oil, Coco-nut Cwts.",1883,"184,492",184492
import,value,,"China, Porcelain, and Earthenware . . . . . """,1889,"184,443",184443
import,quantity,Oil,Coco-Nut,1890,"184,409|181,409",184409
import,quantity,,"Tin in Blocks, Ingot, Bars, or Slabs and Regulus - Cwts.",1874,"184,354",184354
import,quantity,Leather Manufactures,Unenumerated,1873,"183,529",183529
import,value,Hides,Unenumerated - - - - - - -,1873,"183,259",183259
import,value,Leather Manufactures,Unenumerated - - - - -,1873,"183,259",183259
export_uk,quantity,,Zinc or Spelter : Unwrought orWrought,1894,"183,077",183077
export_uk,value,"Manufactures wholly of Silk, viz.",Unenumerated - - - - -,1900,"182,927",182927
reexport,value,,Part Wrought - - - - -,1893,"182,700",182700
import,quantity,,""" Geneva",1900,"182,561",182561
import,value,,” ” Mechanical - - - - - - -,1896,"181,713",181713
import,value,Gum,Gutta Percha,1888,"181,560",181560
import,quantity,,Oleo-margarine or Oleo Oil . . . . .,1900,"181,554",181554
export_uk,value,"Ammunition, viz.",Gumpowder - - - - -,1895,"181,507",181507
import,value,Tobacco,Other Sorts,1899,"181,325",181325
import,quantity,,"Metal, Leaf, not Gold",1896,"180,985",180985
reexport,quantity,,Flax or Linseed,1886,"180,894",180894
import,value,,— Ornamental - - - - -,1868,"180,695",180695
export_uk,value,,Plated and Gilt Ware - - - - -,1876,"180,693",180693
reexport,value,,Unenumerated,1870,"180,512|95,702",180512
reexport,value,,"Glass, of all Kinds . . . . . Cuts.",1889,"180,331",180331
import,value,,Arabic,1890,"179,704",179704
export_uk,value,,Potatoes . . . . . Cwts.,1900,"179,600|43,442",179600
reexport,value,,Curants,1874,"178,998",178998
import,value,,Bark for Tanners' and Dyers' use - - - - -,1868,"178,919",178919
export_uk,quantity,,"Other Manufactures, unenu-merated",1894,"178,907",178907
import,value,,"Metal, unenumerated, Unwrought",1900,"178,699",178699
import,value,Dyeing or Tanning Stuffs,Shunaoch,1886,"178,464",178464
import,quantity,,"Hats or Bonnets, Of Straw, trimmed or untrimmed",1900,"178,361",178361
import,value,Oil,Turpentine - - - - -,1869,"173,252|178,252",178252
import,quantity,,"Beef, Salted",1899,"178,183",178183
export_uk,quantity,,"Bar (except Railroad), {Angle, Bolt, and Rod",1896,"178,123",178123
reexport,quantity,,In any way dressed (not Leather),1899,"178,064",178064
import,value,Guia,Kowrie,1888,"177,822",177822
reexport,value,,Wheatmeal and Flour - - - - -,1896,"177,578",177578
import,value,,Guano - - - - -,1900,"177,409",177409
import,value,Manures,Guanro - - - - -,1900,"177,409",177409
reexport,value,""" "" Of Wool (other than Goats)",Unenumerated - - - - -,1893,"177,288",177288
import,value,,Whalebone (Whalefin) . . . . .,1889,"177,179",177179
export_uk,value,"Ammunition, viz.","Muskets, Rifles, and Fowling Pieces . . . . . -Number.",1896,"177,096",177096
reexport,value,Oils,Coco Nut,1900,"176,952",176952
import,value,,"Pickles and Vegetables, preserved in Salt or Vinegar",1900,"176,948",176948
reexport,value,,Aberdeen - - - - -,1899,"176,827",176827
reexport,value,,Gutch and Gambier,1875,"176,787",176787
reexport,value,,Carnarvon - - - - - -,1893,"176,647",176647
reexport,value,,Gutch and Gambier,1879,"176,578",176578
reexport,quantity,,"Buttons and Studs, not of Metal",1900,"176,462",176462
reexport,value,,Rochester -,1875,"176,318",176318
import,value,,Chin: and Porcelain ware,1871,"176,307",176307
import,value,Fruit,Figs,1888,"175,521",175521
reexport,value,Tobacco,Unstemmed - - - - -,1893,"175,404",175404
reexport,value,,"White, Champagne - - - - -",1893,"175,397",175397
reexport,value,,"Glass, of all Kinds . . . . . Cuts.",1886,"175,353",175353
import,quantity,Preserved otherwise than by Salting,Other Sorts,1898,"175,279",175279
import,quantity,,Paraffine . . . . .,1884,"175,203",175203
import,value,,Paraffine . . . . . Gallons,1884,"175,203",175203
reexport,value,Not Sweetened,Rum - - - - -,1893,"175,104",175104
reexport,value,,Borrowstouness . . . . .,1897,"174,671",174671
import,quantity,Manufactures,Boots and Shoes,1897,"174,662",174662
reexport,value,,"Bar, Angle, Bolt, and Rod - - - - -",1899,"173,936|10,102",173936
reexport,value,Iron,Puddled - - - - -,1899,"173,936",173936
import,value,,"Platinum, wrought or unwrought . . . . . Ozs. Troy",1899,"173,752",173752
import,quantity,,Oleo-margarine or Oleo Oil . . . . .,1898,"173,621",173621
export_uk,quantity,Woollen and Worsted Manufactures,Plushes,1894,"173,400",173400
reexport,value,Spirits,Rum,1889,"173,319",173319
reexport,value,,Raw - - - - -,1890,"173,138",173138
reexport,quantity,,"Oil, Coconut",1876,"173,036",173036
reexport,quantity,,"Oil, Colza-nut",1876,"173,036",173036
reexport,value,,Barnstaple -,1878,"173,007",173007
reexport,value,Cotton,Unenumerated - - - - -,1899,"172,918",172918
import,quantity,,Leather Manufactures:  Boots and Shoes,1896,"172,840",172840
reexport,quantity,,"Oil, Coco-nut",1869,"172,639",172639
reexport,quantity,Not Sweetened,"British and Foreign, mixed in Bond",1894,"172,571",172571
reexport,quantity,,Lani - - - - - - - - -,1894,"172,257",172257
import,quantity,,Roasted or Ground,1893,"171,685",171685
import,quantity,,"Tin in Blocks, Ingots, Bars, or Slabs and Regulus Cuts.",1871,"171,659",171659
import,quantity,,” Wood Pulp Board,1894,"171,548",171548
import,quantity,,Watches,1866,"171,013",171013
import,quantity,,"Watches - { Watches - """,1866,"171,013",171013
import,value,,"Brass, Bronze, and Metal Bronzed or Lacquered, Manu-factures of. - - - - -",1895,"170,981",170981
import,value,,Rabbits (dead) . . . . . Cuts.,1896,"170,873",170873
import,value,Dyeing or Tanning Stuffs,Shummach,1879,"170,692",170692
import,value,Guia,Kowrie,1887,"170,462",170462
import,value,,"Whalebone (Whalefin) . . . . . """,1886,"170,388|5,518",170388
export_uk,value,,Hangings - - - - -,1900,"170,376|64,234",170376
export_uk,quantity,Woollen and Worsted Manufactures,Plushes,1892,"170,100",170100
reexport,value,,Aberdeen . . . . .,1893,"170,098",170098
reexport,value,,Rum . . . . .,1895,"169,888",169888
reexport,value,Not Sweetened,Rum - - - - -,1895,"169,888",169888
reexport,value,,"Perfumery, and Articles used in the manufacture thereof - - - - -",1900,"169,704|21,663",169704
import,value,,"Rockets, and other combustibles for purposes of war, Ex-plosives, Percussion Caps, and Ammunition unenu-merated - - - - -",1897,"169,627",169627
import,value,,"Rockets, and other combustibles for purposes of war,Explosives, Percussion Caps, and Ammunitionunenumerated - - - - -",1897,"169,027",169027
import,value,Silk Manufactures,Of Countries out of Europe - - - - -,1881,"168,451",168451
import,value,,"China, Porcelain, and Earthenware . . . . . """,1888,"168,377",168377
import,quantity,,"China Porcelain, and Earthenware",1880,"168,257",168257
export_uk,quantity,,Other kinds of manufacturedTobacco,1899,"167,933",167933
import,quantity,,"Metal, Leaf, not Gold",1893,"167,890",167890
import,quantity,,"Sturmur "" "" "" """,1896,"167,855",167855
reexport,value,,Barnstaple -,1876,"167,854",167854
import,value,"Dye-stuffs, and Substances for Tanning or Dyeing",Unenumerated . . . . . Ccts.,1898,"167,693",167693
import,value,"Dye-stuffs, and Substances for Tanning or Dyeing",Unenumerated . . . . . Ccts.,1896,"167,385",167385
reexport,value,,Brandy Proof Gallons,1883,"167,202",167202
export_uk,quantity,,Plated and Gilt Ware,1880,"166,906",166906
reexport,value,Dye Woods,— Currants,1879,"166,870",166870
reexport,value,Manufactures,Gloves . . . . . „,1896,"166,648",166648
export_uk,value,Linen Manufactures,Sailcloth and Sails - - - - -,1889,"166,548",166548
reexport,value,,Caernarvon -,1878,"166,520",166520
import,quantity,,"Tin in Blocks, Ingots, Bars, or Slabs and Regulus Cuts.",1872,"166,510",166510
reexport,value,,Bacon and Hams . . . . . Cuts.,1888,"166,479",166479
reexport,quantity,,Curants,1877,"166,452",166452
import,quantity,,Oleo-margarine or Oleo Oil . . . . .,1899,"166,184",166184
reexport,value,,Maryport -,1875,"166,147",166147
import,value,,"Stationery, other than Paper, including Ink",1893,"166,094",166094
import,value,Spirits,Stationery,1893,"166,094",166094
reexport,value,,Barnstaple -,1877,"166,036",166036
export_uk,value,,Crude in Cakes . . . . . Cuts.,1894,"165,945|165,045",165945
import,value,,Bark for Tanners' and Dyers use,1870,"165,584|165,881|165,884",165884
reexport,quantity,,Starches,1892,"165,446",165446
reexport,quantity,,Staves,1892,"165,446",165446
export_uk,quantity,,"Zinc or Spelter, viz. :Crude in Cakes",1894,"165,045",165045
reexport,value,,"Farinaceous Substances and Manufactures thereof, unenumerated - - - - -",1893,"164,483",164483
reexport,value,,"Pharmaceutical Substances and Manufactures thereof, unenumerated - - - - -",1893,"164,483",164483
reexport,value,Lead,Ore of - - - - -,1896,"164,065",164065
reexport,value,,Caernarvon -,1877,"163,913",163913
reexport,quantity,,In any way dressed (not Leather),1898,"163,725",163725
export_uk,quantity,,"Copper, Unwrought",1868,"163,685",163685
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. - - - - -",1877,"163,528",163528
import,value,,Whalebone (Whalefin) . . . . .,1890,"4,994|163,455",163455
reexport,value,,Gutch and Gambier,1876,"163,417",163417
reexport,value,,"Bark, Peruvian - - - - -",1869,"162,827|152,827",162827
reexport,value,Sugar,"Tobacco, Unmanufactured",1889,"162,407",162407
export_uk,value,,"Blacking and Polishes  . . . . """,1900,"162,249",162249
import,value,Gum,Arabie - - - - -,1891,"162,232",162232
reexport,value,,Yarmouth - - - - -,1899,"162,089",162089
reexport,quantity,Not Sweetened,"British and Foreign, mixed in Bond",1893,"162,050",162050
reexport,quantity,,Starches,1890,"162,012",162012
reexport,quantity,,Staves,1890,"162,012",162012
reexport,quantity,,Of Countries in Europe,1868,"161,884",161884
reexport,value,,Lynn -,1876,"161,874",161874
reexport,value,,Plymouth . . . . .,1893,"161,812",161812
import,value,,"Asphalt, or Bitumen (other than Painters' Colours or Drugs) -",1899,"161,568",161568
import,value,,"Asphalt, or Bitumen - - - - -",1899,"161,568",161568
import,value,Spirits,Stationery,1890,"160,927",160927
reexport,quantity,,"Oil, Coconut",1880,"160,633",160633
reexport,quantity,,"Oil, Colza-nut",1880,"160,633",160633
reexport,value,,"Oil, Coco-nut Cwts.",1880,"160,633",160633
import,quantity,,Figs and Fig Cake,1900,"160,608",160608
import,quantity,"Fruit, Dried or Preserved, liable to Duty",Figs and Figs Cake,1900,"160,608",160608
import,value,,"Rockets, and other combustibles for purposes of war,Explosives, Percussion Caps, and Ammunitionunenumerated - - - - -",1898,"160,389",160389
